"id";"name";"host_id";"host_name";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm"
"1033459319584663955";"Amplio departamento en Palermo Soho";13380770;"Zulma";"Palermo";-34.591677243994546;-58.42615395784378;"Entire home/apt";31359.0;1;1;"2025-01-01";1.0;4;242;1
"1033490038767347718";"Fully Equipped Apartment with Terrace & Open Views";29208888;"Joaco";"Parque Chacabuco";-34.62981604564284;-58.43764051795006;"Entire home/apt";33607.0;2;14;"2025-01-16";1.04;10;328;12
"1033535818436194431";"Departamento en Recoleta";543185773;"TomÃ¡s";"Recoleta";-34.59457877284519;-58.39237940144949;"Entire home/apt";42009.0;4;12;"2024-12-04";0.87;1;277;9
"1033554952316482832";"Studio de diseÃ±o con patio";548290605;"Roque";"Palermo";-34.5914241;-58.41537399999999;"Entire home/apt";47260.0;4;9;"2024-12-08";0.88;1;247;9
"1033576544555607262";"Alegre duplex en Recoleta";73595495;"Mercedes";"Recoleta";-34.59644;-58.38711;"Entire home/apt";55662.0;4;19;"2025-01-08";1.44;1;65;16
"1033874659033690645";"Palermo  Habitacion Solo mujeres";536995803;"Adriana";"Palermo";-34.59210332918233;-58.42278983224919;"Private room";17014.0;3;6;"2024-04-11";0.42;3;269;4
"1033917463761495914";"Hermoso apartamento en Palermo";39758006;"Luis";"Recoleta";-34.59327469999999;-58.40834710000001;"Entire home/apt";32857.0;3;2;"2024-04-01";0.18;12;179;2
"1033934752777295565";"Espectacular Estudio BA";548357746;"Martin";"Colegiales";-34.57880831324464;-58.455623388290405;"Entire home/apt";26255.0;3;40;"2025-01-14";2.86;1;209;32
"1033943042933776941";"Palermo View by CRE";146604788;"Vito";"Chacarita";-34.5845835;-58.44502649999999;"Entire home/apt";52511.0;2;1;"2024-02-05";0.08;4;176;1
"1033946487037212881";"DiseÃ±o Like New Jersey";104768433;"Patricio";"Constitucion";-34.6196902;-58.38268229999999;"Entire home/apt";31843.0;2;6;"2024-04-27";0.43;15;29;3
"1033957224874654633";"Comodo dos ambientes Palermo Hollywood";2446203;"Daniela";"Palermo";-34.57891736048605;-58.430820681511406;"Entire home/apt";31233.0;2;2;"2024-04-03";0.18;3;363;2
"1033978344443163180";"Oasis Palermo Bulnes";548369840;"Liliana";"Recoleta";-34.583738818815114;-58.40589317989529;"Entire home/apt";57762.0;2;3;"2024-02-01";0.22;1;60;1
"1034038662658028200";"Departamento Palermo Rosedal";226809680;"Paula";"Palermo";-34.5776011;-58.42938900000001;"Entire home/apt";38858.0;2;5;"2024-03-02";0.35;2;348;2
"1034077690350208596";"San Telmo 5,monoambiente y medio estrenar c/pileta";310913380;"Silvia Alicia";"Constitucion";-34.6207485;-58.3795119;"Entire home/apt";32105.0;3;18;"2025-01-03";1.32;5;79;12
"1034107555275728183";"cÃ³modo apartamento en recoleta";221743814;"Luciana";"Recoleta";-34.58876850065915;-58.386726991830784;"Entire home/apt";76666.0;4;21;"2024-12-21";1.61;14;251;20
"1034166434539508388";"Apartment in Puerto Madero | Pool Spa Gym";480704333;"Male";"San Telmo";-34.6167;-58.36808;"Entire home/apt";80562.0;3;38;"2025-01-02";2.81;6;270;28
"1034166498751925478";"Aventura 204";161134595;"Debora";"Villa Crespo";-34.59578957997931;-58.428300675170085;"Entire home/apt";46514.0;2;4;"2025-01-08";0.3;6;88;3
"1034187445718417281";"CheckIn, CheckOut Flexible. Departamento CÃ©ntrico";491789545;"MarÃ­a AngÃ©lica";"Retiro";-34.597486851952574;-58.37925952449584;"Entire home/apt";23556.0;4;24;"2025-01-20";1.72;1;270;20
"1034194438160685436";"Mi horizonte en NÃÃEZ";150693271;"Julia";"NuÃ±ez";-34.54999;-58.46206;"Private room";20406.0;1;5;"2024-11-12";0.38;1;83;4
"1034216251076088449";"Chic 1BR in Palermo Hollywood w/ Pool & Balcony";31103218;"Cari & Seba";"Palermo";-34.584347685510814;-58.44297955093781;"Entire home/apt";42009.0;2;15;"2025-01-05";1.15;6;115;14
"1034237325919883547";"Inmejorable ubicacion en Capital";518927782;"Leandro";"Monserrat";-34.6129423;-58.3862645;"Entire home/apt";26255.0;3;22;"2024-12-05";1.56;2;236;15
"1034253981745217222";"Luxury Apartment - OÂ´Higgins";264134143;"Baires Homes";"Belgrano";-34.557660063249415;-58.45470307885071;"Entire home/apt";52511.0;3;5;"2025-01-06";0.38;6;32;4
"1034257084008913418";"Heart of Palermo Soho apartment";4143666;"Milagros";"Palermo";-34.5806154;-58.42575309999999;"Entire home/apt";37587.0;3;12;"2024-11-30";0.88;27;269;8
"1034261199682285824";"Cozy apartment in Recoleta";4143666;"Milagros";"Recoleta";-34.5939694;-58.40626109999999;"Entire home/apt";62267.0;2;22;"2025-01-24";1.58;27;184;19
"1034298678123996369";"CorazÃ³n de Recoleta";441615697;"MarÃ­a Carolina";"Recoleta";-34.5879024;-58.39639899999999;"Entire home/apt";32032.0;2;6;"2025-01-18";0.88;1;26;6
"1034302546626876544";"Departamento 1 amb. en Paternal";48464655;"Gabriel";"Villa Gral. Mitre";-34.6069391;-58.4710236;"Entire home/apt";32557.0;1;22;"2025-01-19";1.58;1;364;18
"1034359496183747945";"Premium Palermo con jardin y piscina";432319510;"Ivo";"Palermo";-34.5805791;-58.4331457;"Entire home/apt";47113.0;1;42;"2025-01-16";2.95;6;359;28
"1034662966419876446";"Palermo Chic, conectado con todo";144353342;"Fernando";"Palermo";-34.5786562;-58.42725360000001;"Entire home/apt";35707.0;3;38;"2025-01-13";3.07;4;171;37
"1034668825904732014";"Chic and cozy apartment in Palermo!";334450422;"Juan Ignacio";"Palermo";-34.576993996371826;-58.43964651349181;"Entire home/apt";67634.0;1;26;"2024-12-14";1.87;3;29;23
"1034714491469832521";"El Lucero de Caballito";499239826;"Jorge Horacio";"Caballito";-34.61626;-58.44587;"Entire home/apt";94520.0;2;5;"2024-11-13";0.52;1;270;5
"1034731409926094791";"Recoleta Apart";140579786;"MarÃ­a";"Recoleta";-34.588002699843805;-58.40601459145546;"Entire home/apt";28356.0;3;1;"2023-12-11";0.07;1;86;0
"1034733936125671530";"Solar del Abasto Suite";259841302;"Jose Naime";"Balvanera";-34.6038972;-58.41240929999999;"Entire home/apt";39005.0;2;4;"2025-01-09";0.3;1;125;2
"1034748365102877763";"Studio Microcentro.";109377395;"Carina";"Monserrat";-34.61111;-58.37482;"Entire home/apt";36758.0;2;1;"2024-08-05";0.17;1;81;1
"1034753183177101022";"Calidez y armonÃ­a en Colegiales";539887045;"FeryGachy";"Colegiales";-34.57471894808993;-58.4571008825518;"Entire home/apt";29406.0;2;25;"2024-11-25";1.79;1;226;22
"1034776307686145507";"Apacible moderno en plena ciudad";548544890;"Marisa Silvina";"Belgrano";-34.5577938;-58.4535165;"Private room";52511.0;3;1;"2023-12-25";0.07;1;45;0
"1034793255422392156";"Cosy Barrio Norte, confort total";81975927;"Carolina";"Recoleta";-34.599030424599775;-58.400820159248426;"Entire home/apt";44109.0;2;14;"2025-01-18";1.06;6;161;11
"1034817567466769118";"CÃ¡lido y cÃ³modo departamento cerca de Alto Palermo";283840529;"Liliana";"Palermo";-34.58543030166866;-58.411679135407965;"Entire home/apt";27243.0;2;17;"2024-12-23";1.3;11;333;15
"1034859092797801312";"Â¡Impecable y luminoso en pleno Barrio Chino!";456559425;"Noelia";"Belgrano";-34.5570021;-58.45086310000001;"Entire home/apt";34510.0;2;16;"2024-10-30";1.13;1;179;10
"1034905360747969440";"Near metro line B Oasis with Jacuzzi";548583793;"Hector";"Almagro";-34.60731;-58.4297;"Entire home/apt";26255.0;2;5;"2024-05-03";0.36;1;117;3
"1034934050105982919";"Bohemia Borges I,  Palermo Soho, w/pool & solarium";548532381;"VerÃ³nica Paula";"Palermo";-34.58609;-58.42502;"Entire home/apt";60913.0;2;33;"2025-01-17";2.47;2;281;30
"1034940496643033085";"Tranquilo y cÃ³modo departamento en colegiales";76840368;"Rentals Buenos Aires";"Colegiales";-34.57758;-58.45083;"Entire home/apt";25205.0;2;26;"2024-12-27";2.41;24;84;26
"1034950984779954778";"Zona segura y tranquila departamento para dos";76840368;"Rentals Buenos Aires";"Colegiales";-34.57779;-58.44953;"Entire home/apt";28807.0;2;29;"2024-12-28";2.49;24;87;29
"1035012746511382707";"DisfrutÃ¡ de la mejor ubicacion en un Amplio 2 amb";160315396;"Gisele";"Monserrat";-34.6137422;-58.3722244;"Entire home/apt";31507.0;2;44;"2025-01-19";3.11;1;266;34
"1035056277733775760";"Palermo para dos sobre Santa fe";297962137;"Luisina";"Recoleta";-34.59376;-58.40019;"Entire home/apt";33155.0;3;6;"2024-12-01";0.47;8;269;5
"1035103563548060192";"Mono ambiente moderno para 4";241572213;"Vanesa";"Palermo";-34.5915;-58.41328;"Entire home/apt";39908.0;3;1;"2024-01-04";0.08;4;270;0
"1035304825155608122";"Villa Crespo, gym y pileta!";88123688;"Lorena";"Villa Crespo";-34.5956246;-58.4405111;"Entire home/apt";61963.0;3;2;"2024-09-24";0.17;6;269;2
"1035367188857678016";"Moderno departamento en Bs. As.";159786417;"Gabriel";"Villa Crespo";-34.5912075;-58.4413026;"Entire home/apt";44109.0;3;20;"2024-12-09";1.64;1;124;20
"1035405718153373329";"-Gorgeous- Loft!  Parrilla y Pileta propia";45003101;"Sandra";"Palermo";-34.58183;-58.43708;"Entire home/apt";96767.0;2;39;"2025-01-26";2.92;4;209;37
"1035423218796731054";"Terre Studio Amenities Palermo Hollywood, MUY TOP";142249515;"Soledad";"Palermo";-34.58517570795076;-58.4414097545224;"Entire home/apt";35403.0;2;13;"2025-01-05";1.76;3;301;13
"1035424821577344437";"Departamento de 2 ambientes en Almagro";548681935;"Jimena";"Almagro";-34.6034716;-58.4288694;"Entire home/apt";36758.0;3;3;"2024-11-09";0.23;2;169;1
"1035426210898368093";"apartamento independencia";529653352;"Kelly";"Monserrat";-34.6178715;-58.3891016;"Entire home/apt";42009.0;2;3;"2024-11-08";0.22;1;365;2
"1035436401158135530";"Departamento moderno con seguridad las 24 hs.";548388586;"Cristian";"San Telmo";-34.6231608;-58.37070579999999;"Entire home/apt";33607.0;2;16;"2024-08-08";1.15;1;20;9
"1035448998495817586";"Cerca de todo";548686866;"Guillermo Salvador";"Monserrat";-34.61216835661956;-58.37182783828225;"Private room";21004.0;3;3;"2024-07-08";0.28;2;258;3
"1035482029581337871";"Cozy Apartment in Palermo. Strategic zone.";548696858;"Marcela";"Palermo";-34.5733419;-58.44017149999999;"Entire home/apt";45306.0;2;8;"2024-12-24";1.78;1;208;8
"1035496529679044931";"Departamento con Spa y Pileta";460825305;"Alejandro";"San Telmo";-34.62458;-58.37593;"Entire home/apt";46514.0;2;44;"2025-01-27";3.11;1;47;34
"1035497233659007780";"Lindo, cÃ³modo y cÃ©ntrico";439875656;"MarÃ­a Eugenia";"San Nicolas";-34.60603021182844;-58.38258845329104;"Entire home/apt";28954.0;2;23;"2024-12-24";1.83;32;167;22
"1035526151443623493";"(LVJ)Funcional apartamento para 4 en Villa Crespo";548708491;"Juliana";"Villa Crespo";-34.6003533;-58.43342329999999;"Entire home/apt";36758.0;2;15;"2025-01-03";1.11;1;107;13
"1035534673378104883";"Belgrano Roof Top Apartamento";214515392;"Jose Emilio";"Belgrano";-34.55611;-58.46141;"Entire home/apt";47260.0;1;19;"2025-01-15";1.36;1;168;15
"1035544553486508953";"Departamento a 10 cuadras del Obelisco";548713014;"Claudia";"Monserrat";-34.6176706;-58.3848078;"Entire home/apt";31507.0;1;1;"2024-12-01";0.49;1;87;1
"1035574394139885207";"Â¡ Refugio urbano a estrenar !";505390473;"Horacio";"Almagro";-34.6001957;-58.4127802;"Entire home/apt";36758.0;3;39;"2025-01-26";3.0;1;150;34
"1035606024903943084";"Palacio Carlos Gardel";548552402;"MarÃ­a Aurora";"Balvanera";-34.60333;-58.4093828;"Entire home/apt";36758.0;2;29;"2025-01-18";2.08;1;204;24
"1035636501657773558";"Sunny and Central with Parking extra Buenos Aires";78934958;"Silvia Alicia";"San Nicolas";-34.59949308949644;-58.37169244783268;"Entire home/apt";29102.0;3;22;"2025-01-23";1.67;5;264;20
"1035640975729206339";"Piscina y terraza panoramica en pleno Palermo";432319510;"Ivo";"Palermo";-34.5867031;-58.4238139;"Entire home/apt";42009.0;1;41;"2025-01-18";2.89;6;357;32
"1035685511538346787";"mini hostel";548746893;"Lucas";"Caballito";-34.61536;-58.44281;"Private room";13201.0;1;1;"2023-12-19";0.07;1;269;0
"1035735924001704401";"pleno centro, hermoso y cÃ³modo";548628263;"Salvador";"San Nicolas";-34.60261241911946;-58.378179632127285;"Entire home/apt";36758.0;1;6;"2024-11-29";0.44;1;179;4
"1035747989787089646";"Luminoso apartamento en Recoleta";548759306;"Mariana";"Recoleta";-34.58551256437543;-58.40116303044065;"Entire home/apt";36758.0;3;10;"2024-12-17";0.72;1;132;6
"1035754207029536125";"""Encantador estudio con Terraza""";492412205;"Diego Leonardo";"Palermo";-34.5819604;-58.441926;"Entire home/apt";36758.0;3;26;"2025-01-08";1.86;11;240;23
"1035776648917908266";"Departamento CÃ©ntrico con Patio";72391494;"Aye";"Balvanera";-34.61008792122088;-58.40261125401758;"Entire home/apt";21004.0;4;21;"2024-12-19";1.5;1;248;19
"1035827392407771904";"Elegancia urbana a pasos de todo";54205565;"MarÃ­a Graciela";"Retiro";-34.592909;-58.3873861;"Entire home/apt";50410.0;2;2;"2025-01-10";1.82;1;258;2
"1035846983150805000";"Estilo boutique con balcÃ³n en Recoleta";76965032;"Daniela";"Recoleta";-34.59275404860425;-58.40961874690934;"Entire home/apt";36758.0;3;13;"2024-07-09";0.98;3;326;11
"1036106527775226732";"SG Studio | Serenidad y confort cerca del Congreso";548682431;"Eduardo Esteban";"Balvanera";-34.6149238;-58.3928859;"Entire home/apt";22779.0;3;33;"2025-01-27";4.32;1;15;33
"1036106983563315170";"Studio  a Estrenar para Dos Barrio  Parque Chas";39636504;"Simon Abel";"Parque Chas";-34.58417;-58.47577;"Entire home/apt";26255.0;4;2;"2024-12-04";0.49;12;54;2
"1036141888602345923";"Palermo Hollywood, CÃ³modo, luz, balcÃ³n cerca Metro";547747343;"Facundo";"Palermo";-34.58062;-58.43381;"Entire home/apt";38406.0;2;7;"2025-01-18";0.5;3;54;4
"1036181864776272221";"RamÃ© Palermo departamento 14";534815454;"Ana";"Palermo";-34.5889291;-58.4341288;"Private room";30456.0;2;2;"2024-03-06";0.16;12;310;1
"1036183455885977740";"Excelente Departamento Caballito";548839102;"Claudia";"Caballito";-34.61892;-58.44844;"Entire home/apt";44109.0;3;9;"2025-01-19";1.02;2;230;9
"1036189866655707502";"RamÃ© Palermo Depto 11";534815454;"Ana";"Palermo";-34.5889291;-58.4341288;"Entire home/apt";36758.0;2;3;"2024-12-01";0.4;12;175;3
"1036216835034380953";"Palermo Hollywood soÃ±ado!";53302622;"Cecilia";"Palermo";-34.57970954448852;-58.42932181705183;"Entire home/apt";68264.0;4;8;"2024-07-31";0.61;1;25;5
"1036240639958499093";"Parque Las Heras  - Recoleta - Barrio Norte";233449432;"Daniel";"Palermo";-34.5852402;-58.4113996;"Entire home/apt";33607.0;4;14;"2024-12-24";1.08;6;71;12
"1036249584845030039";"Lujoso Loft Palermo Con Terraza";454407736;"Melina Carolina";"Palermo";-34.5775536;-58.42484309999999;"Entire home/apt";74565.0;2;11;"2025-01-25";1.04;11;75;11
"1036261189823258435";"Belgrano Style";251130690;"Walter Hernan";"Colegiales";-34.56977642258311;-58.45202203274079;"Entire home/apt";32252.0;2;15;"2025-01-15";1.15;17;27;13
"1036296763806813502";"Luminosa y amplia habitaciÃ³n en Recoleta";507811351;"Marcela Aida Susana";"Recoleta";-34.58757793546479;-58.38682795219162;"Private room";21004.0;1;1;"2024-12-02";0.5;2;269;1
"1036309443511762708";"*Luminoso* Oferta LanzamientoÂ·NuÃ±ezÂ·ApmtÂ·Open View";651691;"Candela Y Bruno";"NuÃ±ez";-34.5458623;-58.46751869999999;"Entire home/apt";47260.0;3;3;"2024-08-15";0.22;4;29;1
"1036317956155904995";"Departamento en Palermo para dos";548872549;"Geronimo";"Palermo";-34.57708989104502;-58.422194346785545;"Entire home/apt";31507.0;3;7;"2025-01-06";0.53;1;31;4
"1036336448672790995";"Turquoise Buenos Aires Studio";548877579;"Silvio";"Balvanera";-34.6026859;-58.4090126;"Entire home/apt";42009.0;1;1;"2025-01-18";1.0;4;211;1
"1036399483547037747";"Monroe - Depto con 2 patios, NuÃ±ez, barrio chino";21407219;"Javier";"Belgrano";-34.554689;-58.45403289999999;"Entire home/apt";44466.0;1;28;"2024-12-15";1.98;26;268;20
"1036766352469622511";"48 mÂ² apartamento  pleno centro tour Â¡Buque Bus!";547589959;"Mariel";"Retiro";-34.598761730311814;-58.378021717071526;"Entire home/apt";22055.0;1;17;"2024-12-02";2.44;1;166;17
"1036775021585282308";"Acogedor departamento en Saavedra, cerca de todo";512696330;"MarÃ­a Laura";"Saavedra";-34.55078731951292;-58.47294955169095;"Entire home/apt";27159.0;3;26;"2025-01-05";1.93;1;133;23
"1036784042659772593";"dpto. 1 ambiente a estrenar";548905992;"Mauro";"Almagro";-34.60231;-58.42302;"Entire home/apt";50410.0;1;1;"2024-11-29";0.48;1;270;1
"1036894965716819954";"Fabuloso 2Amb, NUEVO y acogedor!";516235373;"Maria Laura";"Palermo";-34.581195362403776;-58.43491736181389;"Entire home/apt";35854.0;3;10;"2025-01-01";0.83;5;318;10
"1036898198740466604";"Departamento con cochera";69650468;"Matias";"Recoleta";-34.58711768242489;-58.401789141163;"Entire home/apt";65418.0;2;32;"2024-12-29";2.44;10;240;28
"1036949676865395526";"Alojamiento premier con Terraza!";443160180;"Anahi";"Palermo";-34.5894019;-58.41860649999999;"Entire home/apt";25352.0;3;21;"2025-01-12";1.51;8;283;16
"1036997928125561397";"HabitaciÃ³n tipo monoambiente";106823814;"Carmen";"Belgrano";-34.55412;-58.45313;"Private room";36758.0;1;5;"2024-12-22";0.36;1;266;4
"1037027967077816721";"Luminoso departamento con balcÃ³n terraza";180841107;"Ines";"Belgrano";-34.5613545;-58.4613579;"Entire home/apt";31507.0;3;3;"2024-08-04";0.28;1;71;3
"1037045658594221684";"Piso luminoso, vista panorÃ¡mica";439875656;"MarÃ­a Eugenia";"Palermo";-34.56571;-58.43326;"Entire home/apt";76519.0;2;14;"2025-01-13";1.07;32;360;13
"1037056628240140155";"Amplio y hermoso 2 amb- balcÃ³n Palermo Hollywood";84554681;"MailÃ©n";"Palermo";-34.578782565280484;-58.43552587127646;"Entire home/apt";33334.0;3;33;"2024-12-09";2.37;2;263;31
"1037058118609395557";"Nuevo y lujoso en San Telmo. Pileta BBQ lavadero!";60262916;"Agustin";"Constitucion";-34.6214448;-58.3774726;"Entire home/apt";45012.0;1;26;"2024-12-10";1.9;6;5;21
"1037068434589952942";"El Mejor Departamento Cerca de Todo Htal Italiano";529204239;"Hernan Pablo";"Almagro";-34.60593;-58.42024;"Entire home/apt";46210.0;1;5;"2025-01-11";0.43;6;169;5
"1037091025928393519";"Anchorena House";549024294;"Maria Florencia";"Balvanera";-34.5991241;-58.40868039999999;"Entire home/apt";45159.0;2;21;"2025-01-03";1.58;1;151;17
"1037104403936886860";"2 hab | 4-5 personas | Todo a Nuevo";50043721;"Osvaldo";"Almagro";-34.59970713480116;-58.42103300433044;"Entire home/apt";25132.0;1;33;"2025-01-05";2.36;13;171;26
"1037108495973771585";"Departamento en Belgrano";533544621;"Elaine";"Belgrano";-34.5645386;-58.4471892;"Entire home/apt";78766.0;2;2;"2024-07-20";0.3;1;268;2
"1037146345592675744";"HabitaciÃ³n individual";199555984;"Julian";"San Nicolas";-34.60552;-58.38895;"Private room";11543.0;2;20;"2025-01-24";1.48;2;29;17
"1037179662329039962";"Luminoso Apartamento en Belgrano";542890459;"MatÃ­as";"Belgrano";-34.5614558;-58.4631779;"Entire home/apt";27306.0;2;3;"2024-11-25";0.6;1;136;3
"1037181935457258587";"Brooklyn Apartment Studio";2992795;"Adriana Marta";"San Nicolas";-34.6036216;-58.37675369999999;"Entire home/apt";33155.0;1;8;"2024-09-22";0.59;5;169;4
"1037195023471851101";"Departamento tranquilo y luminoso en Recoleta";93357925;"Federico JosÃ©";"Recoleta";-34.5943893;-58.39344970000001;"Entire home/apt";58812.0;2;20;"2024-12-30";1.52;1;179;16
"1037275711864733359";"Hermoso depa moderno con balcÃ³n Palermo";491780203;"MarÃ­a BelÃ©n";"Palermo";-34.5975619272869;-58.42085929259499;"Entire home/apt";46210.0;4;9;"2024-11-29";0.68;2;236;6
"1037525595059711464";"Un oasis verde en plena ciudad";37416739;"Maria Dolores";"Recoleta";-34.58403870458565;-58.40447131544352;"Entire home/apt";73515.0;2;7;"2024-12-22";0.8;1;234;7
"1037623869738607621";"Arevalo studio 302. Palermo";2033824;"Geraldine";"Palermo";-34.583765714420785;-58.44264551997185;"Entire home/apt";63013.0;1;34;"2025-01-03";2.45;6;94;30
"1037643670843315236";"Departamento en San Telmo Chick";145718389;"Gustavo";"Barracas";-34.62931618759757;-58.37384092403879;"Entire home/apt";26360.0;1;14;"2024-11-07";1.13;1;139;12
"1037676096555892999";"Amplio depto. Villa Urquiza";96201842;"Ezequiel";"Villa Urquiza";-34.5722787;-58.4806074;"Entire home/apt";24144.0;3;26;"2025-01-14";1.85;1;252;19
"1037763071694739810";"New studio in Palermo Soho";549148241;"Rolando";"Palermo";-34.5842851;-58.4290956;"Entire home/apt";23619.0;1;31;"2025-01-28";2.35;1;227;30
"1037849250669354252";"Palermo";166898389;"Veronica";"Recoleta";-34.59477836483901;-58.41368077107592;"Entire home/apt";28356.0;3;12;"2024-12-22";0.86;1;156;9
"1037851720030972136";"Centro 2 Buenos Aires Obelisco  panoramico Garage";532947834;"Pedro";"San Nicolas";-34.6042144;-58.38671449999999;"Entire home/apt";47260.0;4;5;"2025-01-23";1.44;2;163;5
"1037890429611590881";"Departamento sÃºper luminoso";25295025;"Natalia";"Parque Chas";-34.582503;-58.47370280000001;"Entire home/apt";31685.0;3;8;"2024-12-13";0.61;29;87;5
"1037940532876209006";"Elegant Apartment in Palermo Hollywood";206530448;"Fernando";"Palermo";-34.5746323;-58.44097850000001;"Entire home/apt";33607.0;3;22;"2025-01-26";2.04;22;173;22
"1038278204156338934";"Remarkable Studio in Palermo - Guatemala";15532603;"Andrea";"Palermo";-34.5808212;-58.4317153;"Entire home/apt";31202.0;3;18;"2025-01-07";1.3;1;270;13
"1038279222788089506";"Coqueto depto en Palermo. (4)";245768419;"Lucio";"Palermo";-34.58125829951848;-58.435304460757386;"Entire home/apt";31507.0;3;1;"2024-02-10";0.08;7;60;1
"1038304754823777883";"Apartamento Godoy en Palermo Soho";544470422;"Estudio AM";"Palermo";-34.58668056390754;-58.43330405652523;"Entire home/apt";50263.0;3;3;"2024-10-10";0.31;2;88;3
"1038352900112622697";"Semipiso de categorÃ­a ubicado en las caÃ±itas.";549254730;"Alejandro";"Palermo";-34.5696984;-58.43271199999999;"Entire home/apt";57762.0;2;38;"2025-01-10";2.75;1;224;33
"1038440787431976798";"Loft en Palermo";25318938;"Damian";"Palermo";-34.57814;-58.42531;"Entire home/apt";23409.0;3;27;"2025-01-05";2.03;2;245;23
"1038445637559176127";"Luminous and quiet apt, w/balcony, in Recoleta.";363789029;"Pia";"Recoleta";-34.5867637;-58.3999945;"Entire home/apt";53257.0;4;12;"2024-12-16";0.98;7;86;11
"1038492016188325211";"Loft Hollywood Security 24 x 7";52927332;"Elizabeth";"Palermo";-34.5827091;-58.43253539999999;"Entire home/apt";81770.0;2;33;"2025-01-11";2.4;2;50;30
"1038514623444280862";"Departamento amplio con Terraza Propia";62837339;"Agustin";"Villa Crespo";-34.596833478160576;-58.43867758164739;"Entire home/apt";33008.0;1;37;"2025-01-23";2.64;1;49;32
"1038528452234227311";"Departamento en villa crespo";239028251;"Mateo";"Villa Crespo";-34.5929502;-58.4431716;"Entire home/apt";36758.0;4;6;"2024-01-14";0.43;1;28;0
"1038551416729394050";"Departamento en pleno Centro";100975139;"Alejandra";"San Nicolas";-34.6021943;-58.37585370000001;"Entire home/apt";36758.0;2;17;"2025-01-16";1.22;1;263;14
"1038560459168392558";"Departamento Suite San MartÃ­n";68400220;"Matias";"Retiro";-34.5965044;-58.374203;"Entire home/apt";28356.0;3;27;"2024-12-01";2.1;1;153;24
"1038567824604171392";"Artist Loft 2 bdr | 90 m2 | Patio | Central area";827009;"Laura";"Balvanera";-34.6074130421696;-58.39356645941734;"Entire home/apt";33344.0;2;27;"2025-01-09";1.99;3;357;23
"1038571092606987455";"Ãnico en Plaza Guadalupe";118653443;"Maria";"Palermo";-34.5890197;-58.41673389999999;"Entire home/apt";74712.0;2;3;"2024-12-30";0.23;1;51;1
"1038571123819865275";"Tu segundo hogar en Buenos Aires";546836470;"Susana";"San Nicolas";-34.6028815;-58.3901027;"Entire home/apt";57762.0;2;1;"2024-02-11";0.08;6;171;1
"1038581109652941551";"Obelisk Center Buenos Aires";171946271;"Diego";"San Nicolas";-34.601906;-58.3894524;"Entire home/apt";28051.0;3;38;"2024-12-22";2.77;6;53;33
"1038582587818120381";"Beautiful Apto for Couples in Recoleta Wi Fi - AC";549317561;"Cynthia";"Recoleta";-34.5964126;-58.3934639;"Entire home/apt";39247.0;2;12;"2024-12-07";1.01;1;358;12
"1038635534698949830";"Departamento Buenos Aires-Centro";539880348;"Sandra Emilia";"San Nicolas";-34.6012174;-58.37927759999999;"Entire home/apt";42009.0;1;5;"2024-12-09";0.75;1;244;5
"1038641718812772825";"Loft a metros del Obelisco!";546836470;"Susana";"San Nicolas";-34.6028815;-58.3901027;"Entire home/apt";25205.0;2;1;"2024-01-14";0.08;6;165;0
"1038668933389629848";"CÃ³modo, luminoso, en Palermo.";538148124;"Leandro";"Palermo";-34.588;-58.42004;"Entire home/apt";73515.0;3;11;"2025-01-04";0.96;1;88;11
"1038673540728615825";"Park View Rooftop ArtDeco Desing";18164736;"Juan Manuel";"Palermo";-34.58330069989812;-58.40705157840467;"Entire home/apt";87021.0;2;7;"2025-01-12";0.55;7;270;6
"1038753271269292474";"Luminoso y moderno con pileta y solÃ¡rium-NÃºÃ±ez";511868005;"Maria Fernanda";"NuÃ±ez";-34.550721717564016;-58.46648197621107;"Entire home/apt";33922.0;1;3;"2024-01-18";0.22;3;329;0
"1038951964830425118";"Bellisimo departamento pleno Palermo! Lo amarÃ¡s!";24414463;"Ines";"Palermo";-34.5904674;-58.41851639999999;"Entire home/apt";63013.0;4;4;"2025-01-08";0.35;2;80;4
"1038957108096819321";"HP 2 Hermoso  Monoambiente muy luminoso.";63236379;"Yuly Rosio";"San Cristobal";-34.6219496;-58.39918649999999;"Entire home/apt";22653.0;3;20;"2024-12-21";1.53;1;147;17
"1038972979600176037";"Hermoso Departamento Luminoso";192238949;"Rosina";"Palermo";-34.5909652;-58.4171351;"Entire home/apt";42009.0;2;2;"2024-01-03";0.15;1;140;0
"1039021302280299613";"Amplio Estudio en NuÃ±ez/Belgrano";7984607;"Pablo";"Belgrano";-34.5539256;-58.45459649999999;"Entire home/apt";21151.0;2;12;"2025-01-04";0.9;10;123;11
"1039070057348800067";"Retiro - Corazon de BA";10058857;"Matias";"Retiro";-34.59559658247588;-58.37351034551168;"Entire home/apt";47533.0;3;22;"2025-01-12";1.76;16;362;21
"1039071642083689301";"Un oasis con piscina y Gym en Colegiales";540821542;"Javier";"Colegiales";-34.578279;-58.44986499999999;"Entire home/apt";47260.0;2;4;"2025-01-02";0.32;1;152;3
