"id";"name";"host_id";"host_name";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm"
"11508";"Amazing Luxurious Apt-Palermo Soho";42762;"Candela";"Palermo";-34.58184;-58.42415;"Entire home/apt";67518.0;3;44;"2025-01-26";0.29;1;300;5
"16695";"DUPLEX LOFT 2 - SAN TELMO";64880;"Elbio Mariano";"Monserrat";-34.61439;-58.37611;"Entire home/apt";52511.0;2;45;"2019-11-30";0.27;9;365;0
"31514";"BEAUTY DUPLEX LOFT #4 SAN TELMO";64880;"Elbio Mariano";"Monserrat";-34.61494;-58.37517;"Entire home/apt";73515.0;2;41;"2024-12-21";0.24;9;40;2
"53097";"Duplex-Loft in  Historic Quartier of Buenos Aires";64880;"Elbio Mariano";"Monserrat";-34.61494;-58.37517;"Entire home/apt";63013.0;2;37;"2022-07-05";0.21;9;50;0
"69086";"Little Duplex Loft (1) San Telmo";64880;"Elbio Mariano";"Monserrat";-34.61495;-58.37517;"Entire home/apt";42009.0;2;41;"2024-04-23";0.28;9;53;1
"71801";"Studio in Recoleta most secure area";368954;"Carlos";"Recoleta";-34.59514;-58.39914;"Entire home/apt";44109.0;3;111;"2025-01-20";0.66;1;364;7
"77404";"Beautiful Duplex - Trendy Palermo";161327;"Mariano";"Palermo";-34.56692;-58.43324;"Entire home/apt";99771.0;2;54;"2024-12-16";0.34;14;30;8
"77994";"Studio 1A - Corazon de San Telmo";64880;"Elbio Mariano";"San Telmo";-34.62014;-58.37371;"Entire home/apt";48005.0;2;7;"2024-08-23";0.04;9;20;1
"78005";"SOFA STUDIO, SAN TELMO, 1B";64880;"Elbio Mariano";"San Telmo";-34.61998;-58.37151;"Entire home/apt";31507.0;2;16;"2022-11-09";0.1;9;42;0
"78009";"STUDIO DEFENSA 2A en San Telmo";64880;"Elbio Mariano";"San Telmo";-34.61998;-58.37151;"Entire home/apt";36758.0;2;46;"2024-12-11";0.27;9;53;2
"78014";"STUDIO SOFA CAMA & PATIO";64880;"Elbio Mariano";"San Telmo";-34.61998;-58.37151;"Entire home/apt";21004.0;2;29;"2025-01-02";0.18;9;42;5
"78068";"Nice APT great Location & WiFi";419383;"Mariana Y Sebas";"Palermo";-34.58268031001561;-58.40371307667009;"Entire home/apt";31507.0;2;32;"2024-11-15";0.19;6;53;9
"78685";"Nice & Luminous Palermo Chico View";419383;"Mariana Y Sebas";"Palermo";-34.5824408017603;-58.40552679586297;"Entire home/apt";52511.0;2;62;"2024-10-10";0.37;6;244;2
"93174";"BnB en Bs As! luminosa habitaciÃ³n para 2 personas";500210;"Luciano";"Balvanera";-34.60299;-58.40194;"Private room";25205.0;2;17;"2023-11-14";0.11;4;29;0
"100080";"Great downtown apartment!";526435;"Laura";"San Nicolas";-34.604145;-58.388741;"Entire home/apt";49285.0;3;25;"2024-02-13";0.17;4;323;1
"112559";"Cool Studio with Spa in BSAS";542867;"Gabriela";"Caballito";-34.61272;-58.44284;"Entire home/apt";49285.0;1;19;"2013-04-11";0.12;1;0;0
"118070";"Amazing view - GREAT Studio - Balcony";530261;"Luciano";"Palermo";-34.58104;-58.42484;"Entire home/apt";75658.0;3;64;"2024-12-31";0.4;29;347;8
"129681";"Studio in Chinatown Belgrano - fits 2 ppl";638545;"Luisa";"Belgrano";-34.55601;-58.45717;"Entire home/apt";36758.0;3;17;"2024-12-10";0.12;2;115;3
"130275";"Van Gogh s apart at Palermo";641573;"Paula";"Palermo";-34.5771;-58.41134;"Entire home/apt";21004.0;2;19;"2024-10-14";0.14;9;274;3
"131145";"DONDE VIVI (1) Rooms for Rent .";645495;"Viviana";"Almagro";-34.60728;-58.41949;"Private room";13653.0;3;57;"2024-10-28";0.35;2;322;10
"144827";"LEMON TREE â 1 bedroom with great views";319901;"Ralf Dietmar";"Recoleta";-34.59491;-58.40497;"Entire home/apt";61511.0;4;51;"2022-06-02";0.32;22;294;0
"159585";"Apartment in Recoleta Juncal 2200
(Larrea y )";772165;"Jorge";"Recoleta";-34.59316;-58.40053;"Entire home/apt";50410.0;3;20;"2024-12-02";0.12;1;364;2
"168298";"Boutique Central Apt in BuenosAires
Tango Obelisco";802023;"Ana";"Balvanera";-34.60452900374002;-58.394530043005936;"Entire home/apt";75017.0;2;21;"2024-12-01";0.13;3;365;3
"192259";"DONDE VIVI (2) Room for Rent";645495;"Viviana";"Almagro";-34.60589;-58.42091;"Private room";21004.0;3;50;"2024-12-07";0.31;2;364;8
"196386";"Stylish, Top Location, Doorman & Balcony";956144;"Alfredo";"Recoleta";-34.59149;-58.39158;"Entire home/apt";84017.0;3;3;"2019-11-15";0.03;3;65;0
"210040";"Bonito Studio in Palermo w/balcony";319901;"Ralf Dietmar";"Palermo";-34.58144;-58.42311;"Entire home/apt";63612.0;3;111;"2024-12-22";0.7;22;348;9
"238619";"Best RecoletaÂ´s Loft. Arch Designer";1192725;"Claudio";"Recoleta";-34.59449;-58.4013;"Entire home/apt";36758.0;2;60;"2024-11-25";0.39;1;258;3
"253370";"Studio a una cuadra de Univ. de Palermo";1330334;"Fernando";"Almagro";-34.59871;-58.41421;"Entire home/apt";23105.0;4;109;"2024-12-23";0.68;3;140;4
"281131";"In Style Recoleta Buenos Aires";36441;"Robert";"Recoleta";-34.59643;-58.39188;"Entire home/apt";61963.0;3;52;"2023-04-25";0.33;2;365;0
"284823";"2 ambiente Palermo Soho Sol y paz cerca transporte";1482817;"Lorena";"Palermo";-34.58573;-58.42833;"Entire home/apt";36758.0;3;34;"2020-03-03";0.22;2;89;0
"286683";"2 bedroom apt in  Palermo Hollywood";440881;"Lee";"Palermo";-34.58345;-58.4371;"Entire home/apt";62428.0;3;48;"2020-02-29";0.32;1;364;0
"290421";"Tu propia casa en Palermo Soho";1538637;"Ilana";"Palermo";-34.5860595703125;-58.424095153808594;"Entire home/apt";82652.0;2;17;"2024-11-07";0.14;6;358;3
"298494";"Impecable studio in Palermo Soho B";1538637;"Ilana";"Palermo";-34.5860595703125;-58.424095153808594;"Entire home/apt";78619.0;2;49;"2024-12-06";0.31;6;360;7
"302722";"Chic Studio Apartment in Palermo!";1558866;"Vero";"Palermo";-34.58055;-58.40682;"Entire home/apt";47260.0;3;17;"2025-01-05";0.11;1;315;2
"307695";"BnB bien porteÃ±o amplio y luminoso! 3/4 personas.";500210;"Luciano";"Balvanera";-34.60141;-58.40059;"Private room";26285.0;2;3;"2018-10-15";0.02;4;11;0
"315790";"Double Room or Twin Room In Palermo Soho";1621752;"Luba";"Palermo";-34.59087;-58.4227;"Private room";29406.0;2;92;"2024-11-17";0.59;4;334;1
"316251";"Brand New sunny & great Palermo, Best Value";559463;"Martin";"Villa Crespo";-34.59403;-58.43114;"Entire home/apt";36758.0;3;42;"2024-06-12";0.29;4;246;3
"323488";"Cozy new studio in the heart of Palermo";1655817;"Silvia";"Palermo";-34.5872;-58.42973;"Entire home/apt";52511.0;2;60;"2024-11-18";0.43;1;341;3
"323708";"Twin Room In Palermo Soho";1621752;"Luba";"Palermo";-34.59082;-58.42145;"Private room";31507.0;2;17;"2023-11-14";0.12;4;334;0
"331371";"Bright loft, Palermo/Villa Crespo";1689718;"Francesca";"Villa Crespo";-34.59321;-58.44315;"Entire home/apt";26255.0;3;43;"2024-11-13";0.27;1;171;3
"333282";"Lovely Double Bedroom. Private WC";1698050;"Laura";"San Nicolas";-34.59927;-58.37867;"Private room";47260.0;2;39;"2024-01-27";0.25;1;363;0
"337301";"Central Apartment. 6 people. 2 Bedr";805950;"Isabel";"Balvanera";-34.60334;-58.39398;"Entire home/apt";43542.0;3;55;"2020-03-02";0.35;7;304;0
"342401";"Nice apartment in Buenos Aires.";1737635;"Rogelio";"Balvanera";-34.5985;-58.40579;"Private room";24155.0;1;45;"2023-11-30";0.3;1;334;0
"348635";"Duplex. Terrace and own barbecue";805950;"Isabel";"Palermo";-34.57867;-58.42826;"Entire home/apt";51461.0;3;45;"2022-09-22";0.29;7;88;0
"358631";"Studios 5 Stars in Palermo ,newA ,D";444416;"Claudia";"Palermo";-34.59465;-58.42039;"Entire home/apt";21004.0;3;82;"2024-12-17";0.53;25;315;20
"358640";"5 stars studios in Palermo,new!";444416;"Claudia";"Palermo";-34.59538;-58.42039;"Entire home/apt";23105.0;3;28;"2025-01-14";0.18;25;304;3
"369935";"BEAUTIFUL ROOMS IN ALMAGRO";1864747;"Irina";"Almagro";-34.61095;-58.42192;"Private room";21004.0;2;26;"2017-12-28";0.17;23;277;0
"369961";"BEUTIFUL ROOMS IN THE CENTER";1864747;"Irina";"Almagro";-34.61095;-58.42192;"Private room";21004.0;2;74;"2020-02-19";0.47;23;256;0
"372072";"5 stars studios in Palermo,new!/";444416;"Claudia";"Palermo";-34.59645;-58.42064;"Entire home/apt";21004.0;3;44;"2024-11-30";0.28;25;298;5
"372073";"5 stars studios in Palermo,new!/";444416;"Claudia";"Palermo";-34.59461;-58.42245;"Entire home/apt";21004.0;3;26;"2024-12-10";0.17;25;214;6
"372075";"Studios 5 Stars in Palermo ,new 3C";444416;"Claudia";"Palermo";-34.59602;-58.42023;"Entire home/apt";21004.0;3;67;"2024-11-27";0.43;25;275;4
"372085";"5 stars studios in Palermo,new! C";444416;"Claudia";"Palermo";-34.59483;-58.42052;"Entire home/apt";21004.0;3;45;"2024-12-22";0.29;25;71;7
"372086";"Studios 5 Stars in Palermo 4 B,3B";444416;"Claudia";"Palermo";-34.59681;-58.42248;"Entire home/apt";21004.0;3;107;"2025-01-02";0.68;25;249;26
"379826";"5 stars studios in Palermo,new";444416;"Claudia";"Palermo";-34.59465;-58.42206;"Entire home/apt";23105.0;3;19;"2023-11-25";0.12;25;137;0
"379839";"5 stars studios in Palermo new!";444416;"Claudia";"Palermo";-34.59679;-58.42035;"Entire home/apt";18904.0;3;49;"2024-12-03";0.34;25;205;11
"380989";"Nice Studio-Downtown Buenos Aires";1911004;"Ernesto";"San Nicolas";-34.60799;-58.37945;"Entire home/apt";42009.0;1;45;"2024-10-23";0.29;1;296;4
"388089";"5 stars studios in Palermo,new!";444416;"Claudia";"Almagro";-34.5992;-58.42091;"Entire home/apt";21004.0;3;60;"2024-10-26";0.39;25;201;11
"389270";"5 stars studios in Palermo,new!";444416;"Claudia";"Palermo";-34.59494;-58.42095;"Entire home/apt";23105.0;3;52;"2024-10-02";0.33;25;329;6
"394376";"Beautiful apartment in Historic Building, Terrace!";91936;"Nicolas";"Balvanera";-34.60889;-58.39482;"Entire home/apt";31507.0;4;47;"2024-10-13";0.33;8;321;5
"413228";"Great Apartment at Palermo Hollywoo";2055785;"Dolores & Camila";"Palermo";-34.58315;-58.43386;"Entire home/apt";30456.0;4;61;"2025-01-27";0.39;3;315;10
"435818";"Excelente departamento en  Palermo- Barrio Norte";2164622;"Mariano";"Recoleta";-34.58518;-58.40734;"Entire home/apt";22055.0;3;44;"2024-12-02";0.4;1;83;1
"455717";"Monoambiente en Palermo";1653462;"Andrea Alicia";"Palermo";-34.58877;-58.41211;"Entire home/apt";52511.0;3;51;"2023-08-24";0.34;6;341;0
"458013";"Great Studio with Balcony!";2276368;"Uwe";"Recoleta";-34.58599;-58.39862;"Entire home/apt";31507.0;3;92;"2025-01-24";0.61;1;365;3
"487707";"Departamento luminoso, muy tranquilo y seguro.";2413256;"Fernando";"Boca";-34.63255;-58.35777;"Entire home/apt";24095.0;4;11;"2022-11-07";0.09;1;177;0
"499705";"Duplex con vistas espectaculares";2466149;"Andrea Marina";"Palermo";-34.58115350336188;-58.43387797736666;"Entire home/apt";76665.0;3;45;"2025-01-25";0.33;1;326;3
"523143";"The Yellow Room Palacio Nr San Telmo / shared bath";2034113;"Cee Jay";"Constitucion";-34.62115;-58.38342;"Private room";16951.0;2;18;"2025-01-12";0.13;6;357;9
"531550";"Modern Unique Loft in Palermo Soho";419907017;"Lila";"Palermo";-34.59033;-58.43266;"Entire home/apt";51461.0;3;36;"2025-01-25";0.29;1;68;1
"553921";"Cozy studio in Recoleta. River view";2721868;"Liliana";"Recoleta";-34.58805;-58.39601;"Entire home/apt";42009.0;3;57;"2024-11-04";0.37;1;363;4
"554185";"BA Downtown Amazing view & location";2724390;"Gustavo";"San Nicolas";-34.59924;-58.37681;"Entire home/apt";60913.0;4;26;"2022-08-29";0.17;3;14;0
"561934";"Motorhome in Argentine,  Buenos Aires";2763233;"Eduardo";"Villa Devoto";-34.60549;-58.52316;"Entire home/apt";26255.0;3;12;"2025-01-21";0.14;3;335;2
"565463";"Luxury Flat in Premium Location Parera Street";1228672;"Pipa";"Retiro";-34.591766357421875;-58.386356353759766;"Entire home/apt";51461.0;1;51;"2024-04-10";0.34;2;360;1
"568747";"5 stars studios in Palermo,new!";444416;"Claudia";"Palermo";-34.59507;-58.42044;"Entire home/apt";21004.0;3;57;"2024-12-21";0.38;25;290;5
"586214";"Loft-DUPLEX w/ Private Terrace-Palermo Soho!!";794906;"Jesse";"Villa Crespo";-34.59628;-58.4274;"Entire home/apt";46210.0;4;53;"2022-01-22";0.35;4;324;0
"590806";"""Rinconcito PorteÃ±o, en el centro de la ciudad""";1933761;"Yamila";"Monserrat";-34.61732;-58.39051;"Entire home/apt";27306.0;1;42;"2023-11-12";0.28;1;365;0
"597968";"EXCELENT CENTRAL DEPARTMENT";2956484;"Liliana";"San Nicolas";-34.59997;-58.3807;"Entire home/apt";29406.0;3;6;"2023-09-03";0.04;1;304;0
"619485";"Elegance & History in Recoleta Very Spacious 225m2";3069869;"Hamish";"Recoleta";-34.59158706665039;-58.4005241394043;"Entire home/apt";93018.0;4;29;"2023-04-30";0.25;1;208;0
"627230";"Great French Apartment in the Heart of Recoleta";3113621;"Sofia";"Recoleta";-34.59239;-58.39325;"Entire home/apt";34657.0;3;110;"2024-11-25";0.89;5;160;13
"639888";"Quiet and attractive apt in the â¤ï¸ of Recoleta";3194781;"Corinne";"Recoleta";-34.59093;-58.39578;"Entire home/apt";52511.0;3;19;"2024-12-01";0.14;1;334;1
"649664";"Bright modern Palermo Hollywood studio apartment";3208880;"Victoria";"Palermo";-34.58231;-58.43491;"Entire home/apt";22359.0;4;45;"2023-08-28";0.3;1;347;0
"680386";"excelente dpto n-1, nuevo, 4 pers";3464544;"Jonathan";"Almagro";-34.60097;-58.43036;"Entire home/apt";48604.0;3;67;"2024-11-05";0.46;8;365;6
"683097";"Para vivir como en casa 1 piso por escalera";1653462;"Andrea Alicia";"Palermo";-34.57483;-58.43784;"Entire home/apt";42009.0;2;41;"2024-02-29";0.29;6;90;1
"684500";"Acogedor estudio en Palermo Soho";1538637;"Ilana";"Palermo";-34.5860481262207;-58.42410659790039;"Entire home/apt";70669.0;2;23;"2024-06-19";0.16;6;312;1
"692732";"BEAUTIFUL AND BRIGHT APARTMENT";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Entire home/apt";31507.0;2;13;"2024-09-18";0.09;23;189;1
"693449";"BEAUTIFUL STUDIO IN PALERMO FOR RENT WITH WIFI";3547344;"Mariano";"Palermo";-34.58262;-58.40397;"Entire home/apt";25508.0;2;59;"2025-01-13";0.4;1;239;29
"694221";"BEAUTIFUL DOUBLE ROOM (BAMBÃ)";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";21004.0;2;16;"2024-02-01";0.11;23;177;1
"696409";"BRAND NEW Apartment in Palermo !";794906;"Jesse";"Villa Crespo";-34.59148;-58.43764;"Entire home/apt";58812.0;4;71;"2024-11-27";0.52;4;125;6
"723284";"Studio âhome away from homeâ  Las CaÃ±itas Palermo";3735662;"Laura";"Palermo";-34.5659904;-58.4335951;"Entire home/apt";27306.0;2;105;"2024-12-15";0.75;3;355;2
"724551";"Best location in Recoleta! Full Kitchen, AC, Wi-Fi";3745651;"Pato Poli Guli";"Retiro";-34.5928;-58.38374;"Entire home/apt";63013.0;4;47;"2024-12-02";0.32;1;307;6
"737438";"Studio in the heart of Recoleta";3850994;"Dolores";"Recoleta";-34.58883;-58.39114;"Entire home/apt";36758.0;3;54;"2024-09-01";0.38;1;24;17
"738021";"Obelisco Apartment - Corrientes Ave";3856012;"Julio Horacio";"San Nicolas";-34.60391;-58.38498;"Entire home/apt";33922.0;3;21;"2023-10-11";0.21;1;179;0
"739783";"Unic & Wonderfull  in Palermo ideal para 2";3870918;"Maria";"Palermo";-34.5766228;-58.4343893;"Entire home/apt";36758.0;4;45;"2019-11-09";0.3;1;147;0
"742611";"5 star studio in Palermo - new A,D";444416;"Claudia";"Palermo";-34.59487;-58.4222;"Entire home/apt";21004.0;3;26;"2024-08-25";0.18;25;218;5
"744219";"5 stars studio in Palermo ,new B ,C";444416;"Claudia";"Palermo";-34.59667;-58.42179;"Entire home/apt";21004.0;3;38;"2024-09-23";0.26;25;323;5
"745966";"5 stars studio in Palermo ,new";444416;"Claudia";"Palermo";-34.59659;-58.42094;"Entire home/apt";21004.0;3;74;"2025-01-08";0.5;25;334;15
"751731";"Great studio in Palermo w/ terrace";1538637;"Ilana";"Palermo";-34.5860481262207;-58.42410659790039;"Entire home/apt";82820.0;2;30;"2023-01-16";0.2;6;320;0
"753089";"Studio @ BsAs downtown in University & tango area!";3914362;"Fabio";"Balvanera";-34.60011;-58.40016;"Entire home/apt";30603.0;3;35;"2024-12-16";0.33;1;30;8
"756709";"ROOMS FOR RENT IN CENTRAL BS.AS";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";21004.0;2;9;"2017-02-25";0.06;23;109;0
"756838";"RENT ROOM IN CENTRAL BS.AS (HADA)";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";16803.0;2;15;"2025-01-22";0.12;23;337;5
"758656";"great lovely apart VIP, 4 P, new";3464544;"Jonathan";"Almagro";-34.60096;-58.43031;"Entire home/apt";61217.0;3;76;"2024-11-17";0.51;8;365;2
"761545";"5 stars studio in Palermo ,new";444416;"Claudia";"Palermo";-34.59667;-58.42208;"Entire home/apt";21004.0;3;33;"2025-01-01";0.23;25;139;5
"767957";"REENT ROOM PRIVATE (MONDRIAN)";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";21004.0;2;9;"2024-01-31";0.07;23;226;1
"773069";"IncreÃ­ble DÃºplex en Las CaÃ±itas!";251561536;"Mariana";"Palermo";-34.571847;-58.431704;"Entire home/apt";75616.0;2;101;"2024-11-09";0.77;10;274;15
"777158";"ECONOMIC AND PRIVATE ROOMS";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";21004.0;2;5;"2019-12-30";0.04;23;279;0
"777160";"PRIVATE ROOMS IN THE CENTER";1864747;"Irina";"Almagro";-34.61094;-58.42192;"Private room";16803.0;2;4;"2017-12-05";0.03;23;111;0
"785860";"Magic room in Historical Building";4142864;"Alicia";"Colegiales";-34.57127;-58.44283;"Private room";34657.0;3;4;"2022-04-08";0.03;1;363;0
"789788";"5 stars studio in Palermo,new";444416;"Claudia";"Palermo";-34.59457;-58.4224;"Entire home/apt";21004.0;3;38;"2024-12-22";0.26;25;199;7
"796411";"Super cool arty flat in Palermo";1838943;"Sunnie/Randolph";"Palermo";-34.5854;-58.42739;"Entire home/apt";34657.0;3;100;"2023-07-24";0.69;1;330;0
"799676";"Beautifull Apartment near Palermo.";622759;"Barbara";"Colegiales";-34.57148;-58.45195;"Entire home/apt";36758.0;3;6;"2015-01-04";0.04;3;168;0
"801055";"Plaza Dorrego";4161260;"Gustavo";"San Telmo";-34.62346;-58.37325;"Private room";21904.0;3;1;"2019-04-01";0.01;5;365;0
"801408";"Centro Hist Gran depto c/terraza 5P";3176432;"Gisela";"Monserrat";-34.60861;-58.38385;"Entire home/apt";68264.0;2;103;"2024-12-20";0.7;5;306;6
"801415";"BUENOS AIRES DOWNTON";4216433;"Cristina";"San Telmo";-34.62553;-58.37291;"Private room";41618.0;3;5;"2016-11-17";0.03;10;363;0
"802486";"BUENOS AIRES DOWNTON";4216433;"Cristina";"San Telmo";-34.62525;-58.37493;"Private room";41618.0;3;1;"2018-04-15";0.01;10;362;0
"804799";"Modern Studio, BA most touristic neighborhood";4236058;"Carlos";"Palermo";-34.57185206723009;-58.43146764724136;"Entire home/apt";42009.0;2;45;"2024-12-23";0.44;1;354;6
"806108";"recoleta estudio para 2 personas";4243531;"Carlos";"Retiro";-34.59364;-58.38561;"Entire home/apt";52511.0;3;37;"2023-11-12";0.26;3;320;0
"808638";"Amazing view! French style historic building";91936;"Nicolas";"Balvanera";-34.60898;-58.39313;"Entire home/apt";31507.0;4;71;"2025-01-22";0.49;8;318;15
"817636";"BUENOS AIRES DOWNTON";4216433;"Cristina";"San Telmo";-34.61946;-58.37383;"Private room";32857.0;3;4;"2023-11-12";0.03;10;363;0
"817637";"BUENOS AIRES DOWNTON";4216433;"Cristina";"San Telmo";-34.6211;-58.37364;"Private room";19954.0;3;3;"2023-11-13";0.02;10;363;0
"821921";"BUENOS AIRES DOWNTON";4216433;"Cristina";"San Telmo";-34.62384771171824;-58.37183536301868;"Private room";16428.0;4;33;"2023-11-25";0.23;10;365;0
"836605";"S6 - BIG PRIVATE ROOM: LONG TERM IDEAL";4372509;"Vicky";"San Telmo";-34.61751;-58.37158;"Private room";19954.0;3;13;"2023-10-28";0.09;20;345;0
"840958";"5  stars studio  in Palermo ,new";444416;"Claudia";"Palermo";-34.59689;-58.4218;"Entire home/apt";21004.0;3;36;"2024-12-08";0.25;25;220;4
"847807";"Sunny, cozy and just renovated central apartment";2178724;"Victoria";"Retiro";-34.59739;-58.38147;"Entire home/apt";24155.0;3;12;"2024-05-02";0.11;2;329;2
"848620";"The best apartment in Recoleta";4243531;"Carlos";"Recoleta";-34.58514404296875;-58.4055061340332;"Entire home/apt";49885.0;3;19;"2024-12-03";0.14;3;89;1
"855824";"Relax & Comfort Flat in Palermo";4473224;"Mariana";"Palermo";-34.58469;-58.42137;"Entire home/apt";79218.0;3;43;"2024-03-01";0.3;1;349;1
"856793";"5 stars studio in Palermo ,new";444416;"Claudia";"Palermo";-34.59683;-58.42115;"Entire home/apt";21004.0;3;25;"2024-12-15";0.17;25;228;2
"864202";"RENT BEAUTIFUL APARTAMENT IN BS.AS";1864747;"Irina";"Almagro";-34.61095;-58.42192;"Entire home/apt";31507.0;2;1;"2023-02-25";0.04;23;189;0
"865397";"Excellent Studio in Alto Palermo E";10812287;"Silvia";"Palermo";-34.58627;-58.41024;"Entire home/apt";37808.0;3;28;"2024-10-16";0.19;2;356;14
"867441";"Hermosa habitaciÃ³n,  luminosa y tranquila (Ãrbol)";1864747;"Irina";"Almagro";-34.61095;-58.42192;"Private room";21004.0;2;12;"2024-12-05";0.11;23;273;2
"871025";"TEMPORARY APARTAMENT IN CENTER";1864747;"Irina";"Almagro";-34.61095;-58.42192;"Entire home/apt";31507.0;2;5;"2021-12-02";0.04;23;165;0
"874540";"CÃ¡lido Estudio en Palermo Soho";1538637;"Ilana";"Palermo";-34.5860595703125;-58.424095153808594;"Entire home/apt";62110.0;2;12;"2024-06-24";0.08;6;303;1
"883743";"Best location in San Telmo - facing the plaza";3990486;"Leonardo";"San Telmo";-34.6252;-58.37031;"Entire home/apt";26255.0;4;40;"2024-07-17";0.29;1;89;1
"888827";"Palermo Soho Cerca de la famosa parrilla Don Julio";4713879;"Esteban";"Palermo";-34.58574;-58.42373;"Entire home/apt";40507.0;2;60;"2025-01-11";0.97;1;67;23
"897005";"Exclusive 377 sq. feet in Downtown City";4785551;"Ana";"San Nicolas";-34.60194;-58.3806;"Entire home/apt";30309.0;3;77;"2024-12-12";0.55;1;179;21
"899436";"luxury loft / swimming pool + gym";1724494;"Pablo";"Monserrat";-34.61516;-58.37884;"Entire home/apt";58047.0;2;42;"2024-12-12";0.29;1;325;5
"917026";"Plaza Dorrego Historic Top Floor Apartment";4924208;"Norman And Yamilis";"San Telmo";-34.6206;-58.37233;"Entire home/apt";94520.0;3;70;"2024-12-31";0.48;2;336;5
"930643";"Hab. con baÃ±o y cocina propios. Terraza compartida";372046;"Maria Rosario";"Balvanera";-34.61273;-58.39675;"Private room";26255.0;2;6;"2018-11-19";0.06;2;56;0
"931215";"Very nice studio in Recoleta";4789154;"Mauricio";"Recoleta";-34.59131;-58.3941;"Entire home/apt";31507.0;3;25;"2024-12-08";0.22;3;90;5
"932535";"Spacious apartment - Parisian-style";5025539;"Gunther";"San Nicolas";-34.60128;-58.37956;"Entire home/apt";51461.0;3;33;"2024-12-03";0.23;1;349;3
"941458";"Remodelled Sunny, Quite & Cozy Apartment inPalermo";324002;"Lucila";"Palermo";-34.58506;-58.41263;"Entire home/apt";47260.0;3;63;"2024-12-04";0.53;1;239;3
"946673";"PLAZA DORREGO ROOM";4216433;"Cristina";"San Telmo";-34.6247;-58.37166;"Private room";41618.0;3;30;"2023-11-27";0.21;10;365;0
"946685";"PLAZA DORREGO:ROOM";4216433;"Cristina";"San Telmo";-34.62386;-58.37365;"Private room";24095.0;3;8;"2022-04-16";0.06;10;365;0
"946874";"Todo para pasarla bien en Palermo 6F";2953927;"Rodrigo";"Palermo";-34.58651;-58.41032;"Entire home/apt";37808.0;3;17;"2024-12-10";0.13;1;307;15
"947208";"Buenos Aires _ Beautiful Apartment";5133068;"Marcia";"Palermo";-34.58864;-58.42162;"Entire home/apt";39908.0;4;70;"2024-04-02";0.57;2;142;2
"952719";"nice whole apartment in Belgrano";5159274;"Diego";"Belgrano";-34.55856;-58.45581;"Entire home/apt";82967.0;4;4;"2022-10-31";0.05;1;69;0
"958218";"Urban OASIS in Palermo/CaÃ±itas";513885;"Susana";"Palermo";-34.57125;-58.43372;"Entire home/apt";36758.0;3;57;"2024-12-09";0.4;1;90;2
"959675";"Departamento Studio en Palermo";5222671;"Camila";"Palermo";-34.5829;-58.40773;"Entire home/apt";28356.0;4;34;"2025-01-02";0.24;1;364;3
"965298";"Beautiful & Quiet Studio in Palermo / Recoleta";5262752;"Gaby";"Recoleta";-34.593875753161825;-58.4026264392532;"Entire home/apt";55704.0;3;38;"2022-02-25";0.28;4;29;0
"966084";"Private Room in Caballito";5268729;"Gustavo";"Parque Chacabuco";-34.63218;-58.44987;"Private room";24155.0;3;5;"2022-12-08";0.06;2;242;0
"975593";"Lighting room in Buenos Aires city. Almagro";5336670;"Dora";"Almagro";-34.61331;-58.41868;"Private room";19608.0;2;40;"2023-12-17";0.28;1;364;0
"979928";"Renovated Chic Flat Central Recoleta";1228672;"Pipa";"Recoleta";-34.59069;-58.39068;"Entire home/apt";21004.0;1;89;"2024-04-26";0.62;2;242;1
"982159";"excelente dpto nuevo, 4 pers, lujo";3464544;"Jonathan";"Almagro";-34.60098;-58.43031;"Entire home/apt";52395.0;3;41;"2023-01-10";0.3;8;89;0
"983893";"Great apartment in Palermo";5394559;"Ramiro";"Palermo";-34.58872;-58.41847;"Entire home/apt";23105.0;3;67;"2024-10-31";0.47;1;282;2
"998647";"Palermo Soho heart of Buenos Aires, cozy like home";5488681;"Martha";"Palermo";-34.58741;-58.42262;"Entire home/apt";73515.0;3;13;"2025-01-07";0.09;12;287;1
"1005277";"Beautiful, quiet Room, Garden View!";5528642;"Marina";"Colegiales";-34.57528;-58.44701;"Private room";16803.0;2;51;"2025-01-06";0.45;3;357;2
"1005284";"Charming patio, colonial apartment.";1023327;"Tino Y Loli";"San Telmo";-34.61884;-58.37486;"Entire home/apt";31507.0;4;20;"2025-01-15";0.19;3;333;7
"1005878";"â¤ Your perfect stay! sunny 1br in Belgrano";5531943;"Tam";"NuÃ±ez";-34.55464;-58.46377;"Entire home/apt";31214.0;4;26;"2024-12-20";0.2;1;183;1
"1008811";"Double Suite with balcony terrace  Sabatico Suites";3871145;"Sebastian";"Constitucion";-34.62085;-58.38904;"Private room";63013.0;3;3;"2024-12-30";0.02;18;365;1
